,No_Of_Rooms,locality,lease_type,gym,lift,swimming_pool,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,rent,true_count
15079,BHK1,JP Nagar 6 Phase,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,500,0.0,1.0,E,1.0,3.0,3.0,BOREWELL,IF,1.0,8500.0,1
15080,BHK3,Murugeshpalya,ANYONE,0,1,0,1,SEMI_FURNISHED,TWO_WHEELER,900,14.0,2.0,W,3.0,0.0,5.0,BOREWELL,AP,0.0,23000.0,8
15081,BHK2,Uttarahalli Hobli,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,900,6.0,2.0,N,2.0,1.0,2.0,CORP_BORE,IF,0.0,15000.0,3
15082,BHK3,"Green Glen Layout,Bellandur",FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1433,12.0,2.0,E,3.0,0.0,10.0,BOREWELL,AP,2.0,31000.0,16
15083,BHK2,Cubbonpete,FAMILY,1,0,0,0,NOT_FURNISHED,TWO_WHEELER,600,10.0,2.0,N,0.0,3.0,4.0,CORP_BORE,IF,0.0,10000.0,1
15084,BHK2,"Eastwood Township,Harlur",FAMILY,1,1,1,1,SEMI_FURNISHED,FOUR_WHEELER,1180,0.0,2.0,N,2.0,4.0,14.0,CORP_BORE,AP,1.0,32000.0,7
15085,BHK2,Chansandra,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,743,0.0,2.0,E,2.0,1.0,4.0,CORP_BORE,AP,0.0,13000.0,15
15086,BHK2,Indiranagar,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,900,12.0,2.0,S,2.0,2.0,2.0,CORP_BORE,AP,1.0,24000.0,3
15087,RK1,Koramangala,BACHELOR,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,450,7.0,1.0,E,1.0,3.0,3.0,CORP_BORE,IF,1.0,13500.0,5
15088,BHK1,Bommanahalli,FAMILY,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,400,8.0,1.0,N,0.0,1.0,4.0,BOREWELL,IF,0.0,10000.0,0
15089,BHK1,Kadugodi,FAMILY,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,550,5.0,1.0,E,0.0,1.0,1.0,BOREWELL,IH,1.0,8000.0,2
15090,BHK3,Munnekollal,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1500,3.0,3.0,E,3.0,3.0,5.0,BOREWELL,AP,2.0,26000.0,17
15091,BHK3,Munnekollal,FAMILY,1,1,0,0,SEMI_FURNISHED,BOTH,1710,5.0,3.0,N,7.0,1.0,5.0,CORP_BORE,AP,1.0,25000.0,6
15092,BHK2,"Ramanashree Enclave,Bilekahalli",FAMILY,1,1,0,0,SEMI_FURNISHED,BOTH,1120,5.0,2.0,W,2.0,1.0,4.0,CORP_BORE,AP,2.0,19000.0,10
15093,BHK2,Basaveshwar Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,7.0,1.0,E,2.0,2.0,2.0,CORPORATION,IF,0.0,11000.0,3
15094,BHK2,Banashankari,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1100,4.0,2.0,E,2.0,1.0,3.0,CORP_BORE,IF,1.0,15000.0,3
15095,RK1,4th Phase JP Nagar,ANYONE,0,0,0,0,SEMI_FURNISHED,BOTH,180,8.0,1.0,N,0.0,3.0,3.0,CORPORATION,IF,1.0,8500.0,1
15096,BHK3,Kaggadasapura,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1800,10.0,4.0,E,3.0,6.0,6.0,BOREWELL,AP,3.0,25000.0,6
15097,BHK2,Mudalapalya,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1545,5.0,2.0,N,3.0,1.0,2.0,CORP_BORE,IF,1.0,15000.0,6
15098,BHK2,BTM 2nd Stage,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,700,13.0,1.0,N,2.0,0.0,3.0,CORP_BORE,IF,0.0,14000.0,0
15099,BHK2,Ejipura,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,600,1.0,1.0,E,1.0,1.0,2.0,CORP_BORE,IH,0.0,13000.0,2
15100,BHK2,Vijaya Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,6.0,2.0,E,2.0,0.0,2.0,CORPORATION,IF,0.0,10000.0,3
15101,BHK2,Kasavanhalli,FAMILY,1,1,0,0,SEMI_FURNISHED,BOTH,1204,7.0,2.0,NW,2.0,2.0,4.0,CORP_BORE,AP,1.0,19000.0,4
15102,BHK2,Whitefield,FAMILY,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,1235,1.0,2.0,E,2.0,3.0,4.0,CORP_BORE,AP,2.0,20000.0,9
15103,BHK2,Jogupalya,ANYONE,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,700,10.0,1.0,S,1.0,2.0,2.0,CORPORATION,AP,1.0,13000.0,4
15104,BHK2,"EPIP Zone,Brookefield",FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1380,0.0,2.0,E,2.0,7.0,8.0,CORPORATION,AP,2.0,30000.0,8
15105,BHK2,Basavanagudi,FAMILY,0,0,0,1,NOT_FURNISHED,BOTH,500,25.0,1.0,N,0.0,0.0,2.0,CORP_BORE,IF,2.0,20000.0,3
15106,BHK1,BTM Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,20.0,1.0,E,1.0,0.0,3.0,CORPORATION,IF,0.0,8500.0,0
15107,BHK2,BTM Layout,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1300,10.0,2.0,N,0.0,3.0,3.0,CORPORATION,AP,1.0,23000.0,3
15108,BHK3,J P Nagar 4th phase,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1560,5.0,2.0,W,3.0,2.0,4.0,CORP_BORE,AP,2.0,25000.0,9
15109,BHK3,"EPIP Zone,Brookefield",ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,2400,5.0,4.0,E,3.0,11.0,12.0,CORP_BORE,AP,4.0,44000.0,16
15110,BHK2,Sorahunase,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1185,0.0,2.0,N,2.0,2.0,4.0,CORP_BORE,AP,1.0,15000.0,6
15111,BHK2,"Nallurhalli,Whitefield",FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1137,0.0,2.0,N,2.0,1.0,12.0,BOREWELL,AP,1.0,22000.0,11
15112,BHK3,Banashankari,ANYONE,0,1,0,0,SEMI_FURNISHED,BOTH,1536,8.0,3.0,E,3.0,2.0,5.0,CORP_BORE,AP,2.0,25000.0,7
15113,BHK2,Munnekollal,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1150,0.0,2.0,N,2.0,2.0,4.0,CORPORATION,AP,2.0,32000.0,15
15114,BHK2,Indiranagar,FAMILY,0,0,0,1,SEMI_FURNISHED,NONE,450,3.0,1.0,S,2.0,3.0,3.0,CORP_BORE,IF,1.0,13000.0,0
15115,BHK2,Murgeshpalya,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,900,0.0,2.0,E,2.0,4.0,4.0,CORP_BORE,IF,1.0,18000.0,1
15116,BHK2,Basavanagudi,ANYONE,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,1000,15.0,2.0,E,2.0,0.0,2.0,CORPORATION,IH,0.0,25000.0,0
15117,BHK3,Bellandur,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1566,2.0,3.0,E,3.0,4.0,4.0,BOREWELL,AP,2.0,28500.0,10
15118,BHK3,Jayanagar,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,2100,10.0,4.0,N,10.0,6.0,6.0,CORP_BORE,AP,4.0,50000.0,14
15119,BHK1,Hoodi,FAMILY,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,430,1.0,1.0,N,2.0,0.0,2.0,CORP_BORE,IH,0.0,11000.0,3
15120,BHK2,Domlur,ANYONE,0,0,0,0,NOT_FURNISHED,TWO_WHEELER,800,10.0,1.0,W,0.0,1.0,1.0,CORPORATION,IF,1.0,15000.0,1
15121,BHK2,Ambalipura,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,1105,7.0,2.0,E,2.0,2.0,5.0,CORPORATION,IF,2.0,20500.0,6
15122,BHK3,"Roopena Agrahara,Bommanahalli",ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1550,9.0,2.0,E,2.0,2.0,6.0,CORP_BORE,AP,2.0,19000.0,11
15123,BHK3,Bellandur,FAMILY,1,0,1,1,SEMI_FURNISHED,BOTH,1212,10.0,2.0,W,3.0,1.0,2.0,CORPORATION,AP,2.0,25000.0,9
15124,BHK1,Kumaraswamy Layout,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,500,10.0,1.0,E,2.0,0.0,1.0,CORP_BORE,IF,1.0,8000.0,1
15125,BHK2,Nagarbhavi,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,700,10.0,2.0,N,2.0,1.0,2.0,CORP_BORE,IF,0.0,9500.0,5
15126,BHK3,Whitefield,ANYONE,0,1,0,0,SEMI_FURNISHED,BOTH,1300,0.0,3.0,E,3.0,0.0,5.0,CORP_BORE,AP,2.0,45000.0,9
15127,BHK2,Kodihalli,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,800,0.0,2.0,E,2.0,2.0,2.0,CORPORATION,IF,0.0,15000.0,1
15128,BHK2,Mahaganapathi Nagar,FAMILY,0,0,0,0,SEMI_FURNISHED,NONE,600,3.0,2.0,E,1.0,2.0,3.0,CORP_BORE,IF,1.0,14000.0,0
15129,BHK2,Chandra Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1200,9.0,2.0,E,2.0,0.0,0.0,CORP_BORE,IH,0.0,14000.0,2
15130,BHK2,Banashankari,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,984,1.0,2.0,E,0.0,8.0,14.0,BOREWELL,AP,1.0,16000.0,8
15131,BHK2,Sorahunase,ANYONE,0,1,1,1,SEMI_FURNISHED,BOTH,1175,0.0,2.0,W,3.0,5.0,5.0,BOREWELL,AP,1.0,18000.0,11
15132,BHK2,Padmanabhanagar,FAMILY,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,900,20.0,2.0,E,3.0,0.0,2.0,CORPORATION,IF,2.0,20000.0,3
15133,BHK2,Indiranagar,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1000,10.0,2.0,N,2.0,0.0,3.0,CORPORATION,IF,1.0,19000.0,5
15134,BHK2,"Adarsh Palm Retreat,Bellandur",FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1220,0.0,2.0,E,1.0,3.0,8.0,CORP_BORE,AP,1.0,26500.0,9
15135,BHK2,Marathahalli,ANYONE,0,0,0,0,SEMI_FURNISHED,BOTH,815,8.0,2.0,E,3.0,0.0,2.0,CORP_BORE,IF,0.0,17000.0,4
15136,BHK2,Koramangala,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1200,5.0,1.0,NE,2.0,2.0,2.0,CORPORATION,IF,1.0,26000.0,1
15137,BHK2,Bommanahalli,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1100,2.0,2.0,N,2.0,2.0,3.0,CORP_BORE,AP,1.0,15000.0,6
15138,BHK3,"Pattandur Agrahara,Whitefield",ANYONE,1,1,1,1,FULLY_FURNISHED,BOTH,1475,3.0,3.0,W,4.0,3.0,7.0,BOREWELL,AP,2.0,42000.0,17
15139,BHK2,Basaveshwar Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1020,20.0,2.0,W,2.0,0.0,2.0,CORP_BORE,IF,0.0,15000.0,4
15140,BHK3,HSR Layout,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,2300,0.0,3.0,N,3.0,2.0,2.0,CORP_BORE,IF,2.0,48000.0,3
15141,BHK3,Chikkalasandra,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1300,6.0,3.0,N,3.0,1.0,3.0,CORPORATION,IH,1.0,17000.0,0
15142,BHK2,Maruthi Nagar,ANYONE,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,560,9.0,2.0,SE,0.0,0.0,2.0,BOREWELL,IH,1.0,9500.0,2
15143,BHK1,Shanti Nagar,FAMILY,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,378,10.0,1.0,E,0.0,1.0,3.0,CORP_BORE,IF,1.0,10000.0,3
15144,BHK1,Hoodi,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,600,4.0,1.0,E,1.0,2.0,3.0,CORPORATION,IF,1.0,10000.0,4
15145,BHK2,Basavanagudi,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,450,4.0,1.0,E,1.0,2.0,2.0,CORPORATION,IF,0.0,8500.0,3
15146,BHK2,Banashankari,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,750,15.0,2.0,S,2.0,1.0,2.0,CORPORATION,IF,1.0,12500.0,4
15147,BHK1,HSR Layout,ANYONE,0,0,1,1,FULLY_FURNISHED,BOTH,500,20.0,1.0,E,3.0,1.0,3.0,CORP_BORE,AP,0.0,16000.0,6
15148,BHK1,BTM Layout,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,500,1.0,1.0,E,1.0,3.0,3.0,CORP_BORE,IF,0.0,13000.0,1
15149,BHK3,"Lakkasandra Extension,Adugodi",ANYONE,1,1,1,1,FULLY_FURNISHED,BOTH,1503,1.0,3.0,E,2.0,1.0,4.0,CORP_BORE,AP,2.0,45000.0,18
15150,BHK2,Keshava Nagar,COMPANY,1,1,1,0,SEMI_FURNISHED,BOTH,1443,8.0,2.0,N,2.0,1.0,21.0,CORP_BORE,AP,3.0,32000.0,15
15151,BHK2,C V Raman Nagar,FAMILY,1,0,1,0,SEMI_FURNISHED,BOTH,1270,5.0,2.0,E,2.0,2.0,4.0,CORP_BORE,AP,2.0,22000.0,12
15152,BHK3,CV Raman Nagar,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,1480,8.0,3.0,N,3.0,1.0,4.0,CORP_BORE,AP,3.0,22500.0,1
15153,BHK2,Frazer Town,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1200,17.0,2.0,NE,2.0,1.0,3.0,CORPORATION,AP,3.0,27000.0,9
15154,BHK2,Basavanagara,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,900,5.0,1.0,N,2.0,0.0,4.0,CORPORATION,IF,0.0,15000.0,2
15155,BHK2,Murgesh Pallya,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1200,3.0,2.0,N,2.0,2.0,2.0,CORP_BORE,IF,0.0,17000.0,2
15156,BHK3,"Uttarahalli Hobli, Bengaluru, Karnataka, India",ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,2500,8.0,3.0,S,3.0,1.0,2.0,CORPORATION,IH,3.0,20000.0,2
15157,BHK2,Kasavanahalli,FAMILY,1,1,0,0,SEMI_FURNISHED,BOTH,1220,4.0,2.0,W,1.0,4.0,4.0,BOREWELL,AP,2.0,18000.0,6
15158,BHK3,"Iblur Village,Bellandur",FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,2666,0.0,3.0,N,6.0,4.0,9.0,CORP_BORE,AP,1.0,50000.0,17
15159,BHK2,"Byrasandra Main Road, 1st Block, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka, India",ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1000,0.0,2.0,E,2.0,3.0,4.0,BOREWELL,AP,2.0,23000.0,4
15160,BHK3,Rajarajeshwari Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1350,0.0,3.0,N,3.0,2.0,3.0,CORP_BORE,IF,1.0,19000.0,4
15161,BHK2,RR Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,700,0.0,2.0,E,3.0,1.0,2.0,CORP_BORE,IF,1.0,11000.0,4
15162,BHK2,Vijaya Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,900,5.0,2.0,E,2.0,0.0,1.0,CORPORATION,IH,1.0,15000.0,4
15163,BHK1,HSR Layout,BACHELOR,0,0,0,0,SEMI_FURNISHED,BOTH,400,0.0,1.0,N,2.0,1.0,4.0,CORPORATION,AP,0.0,15000.0,2
15164,BHK2,Banashankari Stage II,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,5.0,1.0,E,1.0,1.0,2.0,CORP_BORE,IF,1.0,8500.0,3
15165,BHK2,Doddanekkundi,BACHELOR,1,1,1,0,SEMI_FURNISHED,BOTH,1420,1.0,2.0,E,2.0,2.0,4.0,CORP_BORE,AP,2.0,25000.0,14
15166,BHK2,Mallathahalli,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1200,5.0,2.0,N,2.0,2.0,2.0,CORP_BORE,IF,0.0,13000.0,1
15167,RK1,Ulsoor,BACHELOR,0,0,0,1,SEMI_FURNISHED,BOTH,300,8.0,1.0,E,1.0,2.0,2.0,CORP_BORE,IF,1.0,8000.0,1
15168,BHK2,Uttarahalli Hobli,FAMILY,1,1,0,1,SEMI_FURNISHED,TWO_WHEELER,1135,3.0,2.0,N,2.0,1.0,4.0,CORPORATION,AP,1.0,13200.0,9
15169,BHK3,Sarjapur Road Wipro To Railway Crossing,ANYONE,0,0,0,0,FULLY_FURNISHED,BOTH,1575,4.0,3.0,E,3.0,12.0,14.0,CORP_BORE,AP,1.0,40000.0,11
15170,BHK2,Whitefield,FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1320,0.0,2.0,W,2.0,6.0,17.0,CORP_BORE,AP,1.0,30000.0,6
15171,BHK2,Rajaji Nagar,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1180,5.0,2.0,N,2.0,3.0,3.0,CORP_BORE,AP,1.0,30000.0,5
15172,BHK2,New Tippasandra,FAMILY,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,800,15.0,1.0,N,0.0,0.0,2.0,CORPORATION,IF,0.0,22000.0,4
15173,BHK2,"Suddagunte Palya, Bengaluru, Karnataka, India",ANYONE,0,0,0,1,SEMI_FURNISHED,NONE,600,10.0,1.0,N,1.0,2.0,2.0,CORPORATION,IF,1.0,12000.0,1
15174,BHK2,Bommanahalli,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,750,1.0,1.0,N,2.0,1.0,4.0,CORP_BORE,IF,1.0,13000.0,1
15175,BHK1,Banashankari 3rd Stage,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,550,4.0,1.0,N,1.0,0.0,2.0,CORPORATION,IF,0.0,10000.0,6
15176,BHK2,Ejipura,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,10.0,2.0,E,2.0,1.0,1.0,CORPORATION,IF,1.0,17000.0,1
15177,BHK3,HSR Layout,ANYONE,1,1,1,0,FULLY_FURNISHED,BOTH,1500,7.0,2.0,E,3.0,3.0,4.0,CORP_BORE,AP,4.0,35000.0,17
15178,BHK2,RR Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1200,10.0,2.0,W,2.0,0.0,1.0,CORP_BORE,IF,0.0,20000.0,3
15179,BHK1,Gunjur Village,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1068,3.0,2.0,E,1.0,10.0,14.0,CORP_BORE,AP,1.0,15000.0,6
15180,BHK1,Whitefield,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,320,3.0,1.0,E,1.0,1.0,4.0,CORP_BORE,IF,1.0,12500.0,3
15181,BHK3,Uttarahalli Hobli,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1900,2.0,3.0,E,8.0,19.0,20.0,CORPORATION,AP,3.0,25000.0,17
15182,BHK3,J P Nagar,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,1700,5.0,3.0,NE,8.0,3.0,3.0,CORP_BORE,AP,2.0,22000.0,6
15183,BHK1,Victoria Layout,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,900,0.0,1.0,N,1.0,4.0,4.0,BOREWELL,AP,1.0,22000.0,1
15184,BHK3,Padmanabhanaga,ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,1536,10.0,3.0,S,3.0,1.0,4.0,CORP_BORE,AP,3.0,25000.0,7
15185,BHK1,S.G. Palya,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,400,10.0,1.0,S,1.0,2.0,2.0,CORP_BORE,IF,0.0,8000.0,4
15186,BHK2,Brookefield,ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,1200,3.0,2.0,E,6.0,4.0,5.0,CORP_BORE,AP,2.0,21500.0,5
15187,BHK2,BTM Layout,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1546,10.0,2.0,S,3.0,4.0,6.0,CORP_BORE,AP,2.0,22000.0,11
15188,BHK3,Bellandur,ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,1750,6.0,3.0,W,3.0,4.0,5.0,BOREWELL,AP,3.0,26000.0,7
15189,BHK2,Dattatreya Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,900,6.0,2.0,N,2.0,2.0,2.0,CORP_BORE,IF,0.0,10000.0,1
15190,BHK3,Whitefield,FAMILY,1,1,1,1,FULLY_FURNISHED,BOTH,1706,10.0,3.0,S,3.0,3.0,3.0,CORP_BORE,AP,2.0,35000.0,19
15191,BHK3,Vijaya Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1200,10.0,2.0,E,3.0,0.0,0.0,CORP_BORE,IH,0.0,23000.0,3
15192,BHK3,NR Colony,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1400,8.0,3.0,E,3.0,1.0,2.0,CORP_BORE,IF,1.0,30000.0,0
15193,BHK2,Rajajinagar,FAMILY,0,0,0,1,SEMI_FURNISHED,NONE,1800,7.0,2.0,E,2.0,2.0,3.0,CORPORATION,IF,1.0,23000.0,4
15194,BHK2,Whitefield,FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1440,3.0,2.0,E,2.0,2.0,2.0,CORP_BORE,AP,3.0,27500.0,7
15195,BHK1,Kormangala,FAMILY,0,0,0,1,NOT_FURNISHED,NONE,400,5.0,1.0,S,1.0,0.0,0.0,CORPORATION,IF,1.0,10500.0,5
15196,BHK2,"Nallurhalli,Whitefield",FAMILY,1,1,0,1,SEMI_FURNISHED,BOTH,980,2.0,2.0,E,2.0,4.0,6.0,CORP_BORE,AP,1.0,22000.0,9
15197,BHK2,Richmond Town,ANYONE,1,1,0,1,FULLY_FURNISHED,BOTH,1500,8.0,2.0,E,5.0,3.0,4.0,CORP_BORE,AP,3.0,50000.0,13
15198,BHK2,Doddanekkundi,ANYONE,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,700,10.0,1.0,N,0.0,0.0,1.0,CORPORATION,IF,0.0,14000.0,3
15199,BHK1,Ulsoor,BACHELOR,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,550,10.0,1.0,N,1.0,3.0,4.0,CORPORATION,IF,1.0,12000.0,3
15200,BHK1,RR Nagar,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,500,0.0,1.0,N,1.0,4.0,4.0,CORP_BORE,IF,0.0,9000.0,3
15201,BHK2,Bommanahalli,FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1167,5.0,2.0,N,2.0,1.0,4.0,CORP_BORE,AP,3.0,16500.0,8
15202,BHK2,Austin Town,BACHELOR,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,500,2.0,1.0,W,1.0,4.0,4.0,CORPORATION,IF,0.0,12500.0,1
15203,BHK2,Wilson Garden,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,850,7.0,2.0,E,2.0,2.0,3.0,CORPORATION,IF,1.0,18000.0,2
15204,BHK2,"Varthur Main Road, Varthur Main Rd, Bengaluru, Karnataka, India",ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1060,0.0,2.0,E,1.0,0.0,11.0,CORPORATION,AP,1.0,18000.0,10
15205,BHK2,Doddanekkundi,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1200,2.0,2.0,E,4.0,1.0,3.0,CORP_BORE,IF,2.0,18500.0,3
15206,BHK1,Whitefield,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1000,10.0,1.0,N,2.0,0.0,1.0,BOREWELL,IF,0.0,12000.0,0
15207,BHK2,Bellandur,ANYONE,1,1,0,0,SEMI_FURNISHED,BOTH,1166,0.0,2.0,E,2.0,2.0,3.0,BOREWELL,AP,2.0,20000.0,10
15208,BHK4,Kasavanahalli,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,2200,3.0,5.0,W,3.0,0.0,0.0,CORP_BORE,IH,1.0,30000.0,1
15209,BHK1,Varthur,ANYONE,1,1,1,0,FULLY_FURNISHED,TWO_WHEELER,665,1.0,1.0,E,1.0,10.0,14.0,CORP_BORE,AP,1.0,15000.0,15
15210,BHK3,JP Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1200,7.0,2.0,E,3.0,0.0,1.0,CORP_BORE,IF,1.0,22000.0,1
15211,BHK2,Varthur,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1210,0.0,2.0,SE,2.0,12.0,13.0,CORPORATION,AP,1.0,22500.0,16
15212,BHK1,Koramangala,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,5.0,1.0,W,1.0,0.0,5.0,CORP_BORE,IF,1.0,11000.0,1
15213,BHK2,Mahadevapura,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,800,5.0,2.0,N,2.0,0.0,2.0,CORPORATION,IF,1.0,10000.0,1
15214,BHK3,Munnekollal,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1600,4.0,2.0,E,3.0,1.0,5.0,CORP_BORE,AP,2.0,24000.0,8
15215,BHK2,Banashankari,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,5.0,1.0,E,1.0,1.0,1.0,CORP_BORE,IF,0.0,8500.0,1
15216,BHK2,Munnekollal,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,750,0.0,2.0,E,2.0,0.0,4.0,BOREWELL,AP,0.0,16500.0,1
15217,BHK2,BTM Layout 1,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1100,15.0,2.0,NE,0.0,1.0,3.0,CORPORATION,IF,1.0,16500.0,1
15218,RK1,BTM 2nd Stage,BACHELOR,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,150,10.0,1.0,E,1.0,0.0,2.0,CORPORATION,IF,0.0,8000.0,0
15219,BHK3,Immadihalli,FAMILY,1,1,1,1,SEMI_FURNISHED,FOUR_WHEELER,1650,3.0,2.0,NE,3.0,4.0,4.0,BOREWELL,AP,3.0,18000.0,10
15220,BHK2,Banashankari,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1000,1.0,2.0,E,2.0,1.0,1.0,BOREWELL,IF,2.0,12000.0,2
15221,BHK2,Neelasandra,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,850,5.0,2.0,E,1.0,1.0,2.0,CORP_BORE,IF,1.0,16000.0,5
