type,latitude,longitude,lease_type,gym,lift,swimming_pool,furnishing,parking,property_size,bathroom,facing,cup_board,floor,total_floor,water_supply,balconies,true_count,predicted_rent
2.0,12.9846001,77.6876752,FAMILY,1,1,0,1.0,BOTH,900,2,E,1,1,5,CORP_BORE,1,5,19089.583333333332
2.0,12.90896866,77.56267223,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,N,2,0,3,CORPORATION,0,1,10433.333333333334
1.0,12.97089411,77.70396654,FAMILY,0,0,0,1.0,TWO_WHEELER,500,1,E,1,2,3,CORPORATION,1,7,11395.833333333334
2.0,12.989152,77.7138297,FAMILY,1,1,1,1.0,BOTH,1258,2,N,2,1,4,CORPORATION,1,11,23079.166666666668
3.0,12.94027499,77.57901991,FAMILY,0,1,0,1.0,BOTH,1080,2,S,3,3,4,CORP_BORE,1,2,25295.833333333332
1.0,12.90162567,77.642776,ANYONE,0,0,0,1.0,TWO_WHEELER,550,1,N,1,4,4,CORPORATION,0,6,11443.333333333334
2.0,12.9849531,77.7119868,ANYONE,1,1,1,1.0,BOTH,1285,2,E,2,3,4,BOREWELL,2,11,23927.5
2.0,12.91326744,77.50941132,FAMILY,1,1,1,2.0,NONE,1080,2,E,6,1,4,CORP_BORE,2,11,14429.166666666666
2.0,12.97095764,77.70670699,BACHELOR,0,0,0,1.0,BOTH,2400,2,E,3,1,2,CORPORATION,0,1,20375.0
0.0,12.91344883,77.59739181,ANYONE,0,0,0,1.0,TWO_WHEELER,200,1,N,1,2,2,CORPORATION,1,0,9035.833333333334
3.0,12.9922994,77.7160351,ANYONE,1,1,1,1.0,BOTH,1935,2,W,3,9,13,CORP_BORE,3,14,28220.833333333332
2.0,12.93787009,77.55181373,FAMILY,0,0,0,1.0,BOTH,1100,2,E,2,0,1,CORP_BORE,1,1,17020.833333333332
2.0,12.97618937,77.75807496,FAMILY,1,1,0,1.0,FOUR_WHEELER,1168,2,E,2,3,3,BOREWELL,1,11,19500.0
1.0,12.94491696,77.61946806,FAMILY,0,0,0,1.0,TWO_WHEELER,1200,1,E,1,0,4,CORP_BORE,0,3,14800.0
2.0,12.97375934,77.6523217,FAMILY,0,0,0,1.0,TWO_WHEELER,800,1,S,1,1,3,CORPORATION,1,1,16637.5
2.0,12.97958403,77.66597311,ANYONE,0,1,0,1.0,BOTH,1200,2,N,2,2,5,CORP_BORE,2,8,20675.0
2.0,12.9731888,77.7147815,ANYONE,0,1,0,1.0,BOTH,900,2,E,2,4,4,CORP_BORE,1,9,18000.0
1.0,12.90778374,77.60411239,FAMILY,0,0,0,0.0,NONE,400,1,W,0,1,3,BOREWELL,0,3,9437.5
1.0,12.96709726,77.68369059,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,E,1,0,2,BOREWELL,0,1,10495.0
3.0,12.99907809,77.62759423,FAMILY,0,0,0,1.0,TWO_WHEELER,1200,2,E,3,1,3,CORPORATION,2,3,22295.833333333332
3.0,12.90614898,77.57906999,FAMILY,0,0,0,1.0,BOTH,1230,3,NE,3,0,1,CORP_BORE,0,1,20954.166666666668
2.0,12.99073421,77.716966,ANYONE,1,1,1,1.0,FOUR_WHEELER,1200,2,E,2,3,4,CORP_BORE,2,11,21591.666666666668
3.0,12.91352462,77.50772551,ANYONE,0,0,0,1.0,BOTH,2400,3,N,3,0,1,CORP_BORE,0,1,25458.333333333332
2.0,12.91504817,77.55006145,FAMILY,0,0,0,1.0,TWO_WHEELER,800,2,N,2,0,1,CORPORATION,0,0,11752.083333333334
2.0,12.969642,77.7411625,FAMILY,0,0,0,1.0,BOTH,1260,2,NE,0,2,4,CORPORATION,2,7,21804.166666666668
3.0,12.92227513,77.5389072,FAMILY,0,0,0,1.0,BOTH,1505,2,N,3,4,5,CORPORATION,1,14,18495.833333333332
2.0,12.9803047,77.67594659,ANYONE,0,1,1,1.0,FOUR_WHEELER,1125,2,S,4,4,4,BOREWELL,2,8,19239.55
2.0,12.91074653,77.69806748,FAMILY,0,0,0,1.0,BOTH,800,2,E,2,1,2,BOREWELL,0,3,15454.166666666666
3.0,12.90673465,77.60641986,FAMILY,0,0,0,1.0,BOTH,1000,2,NE,3,0,2,CORP_BORE,0,1,17132.5
2.0,12.95895811,77.74948639,ANYONE,0,1,0,2.0,BOTH,1200,2,E,4,4,4,BOREWELL,1,6,22054.166666666668
1.0,12.99879789,77.55546685,FAMILY,0,0,0,1.0,BOTH,500,1,E,1,2,2,CORPORATION,1,1,9187.5
3.0,12.98468097,77.54949289,FAMILY,0,0,0,1.0,BOTH,1300,3,W,3,1,1,CORP_BORE,1,3,25475.0
2.0,12.9741582,77.5298336,FAMILY,0,0,0,1.0,TWO_WHEELER,1500,2,E,3,0,2,CORP_BORE,1,1,15933.333333333334
3.0,12.9390016,77.5233636,FAMILY,0,0,0,1.0,BOTH,1568,2,S,0,5,12,CORP_BORE,2,15,24024.983333333334
2.0,12.92646452,77.55830534,FAMILY,0,1,0,1.0,BOTH,1000,2,S,2,0,4,CORP_BORE,1,9,15887.5
2.0,12.9203972,77.5042898,ANYONE,0,0,0,1.0,TWO_WHEELER,1000,2,E,2,1,2,CORP_BORE,1,1,11881.666666666666
3.0,12.96335048,77.56879235,FAMILY,0,0,0,0.0,NONE,600,1,N,0,2,2,CORPORATION,1,1,14345.833333333334
2.0,12.97944943,77.76684971,FAMILY,1,1,1,1.0,FOUR_WHEELER,1200,2,W,2,2,3,CORP_BORE,2,15,17557.608333333334
3.0,12.94091227,77.56019548,FAMILY,0,0,0,1.0,BOTH,1300,2,E,3,1,3,CORP_BORE,0,4,22779.166666666668
2.0,12.95524834,77.70409585,ANYONE,0,0,0,1.0,TWO_WHEELER,800,1,E,2,1,2,CORP_BORE,0,3,13530.833333333334
3.0,12.91503171,77.55935145,ANYONE,0,0,0,1.0,BOTH,1000,2,N,3,1,2,CORP_BORE,0,3,16250.0
3.0,12.97244069,77.75079058,FAMILY,1,1,0,1.0,BOTH,1250,2,E,4,2,4,CORP_BORE,2,11,23516.666666666668
2.0,12.97865483,77.6748218,FAMILY,1,1,1,1.0,BOTH,1350,2,N,5,1,3,CORPORATION,2,9,22118.333333333332
1.0,12.9718915,77.6411545,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,E,1,3,4,CORPORATION,0,4,13312.5
2.0,12.9514327,77.6056343,ANYONE,0,0,0,1.0,TWO_WHEELER,750,1,N,2,2,3,CORP_BORE,1,2,15583.333333333334
3.0,12.92196794,77.69567461,FAMILY,0,0,0,1.0,BOTH,1750,3,NE,3,2,10,CORP_BORE,3,10,37841.666666666664
2.0,12.91951739,77.61275277,ANYONE,0,0,0,1.0,TWO_WHEELER,750,1,N,2,0,3,CORPORATION,0,0,15076.666666666666
2.0,12.97195228,77.61038507,FAMILY,0,0,0,1.0,TWO_WHEELER,750,2,S,4,1,2,CORPORATION,1,3,16344.166666666666
1.0,12.92609558,77.56653823,FAMILY,0,0,0,1.0,TWO_WHEELER,450,1,N,1,0,2,CORP_BORE,0,2,9420.833333333334
1.0,12.95285867,77.65323166,FAMILY,0,0,0,1.0,FOUR_WHEELER,400,1,E,3,3,3,CORPORATION,0,1,12294.166666666666
2.0,12.90514085,77.63365587,ANYONE,0,0,0,0.0,TWO_WHEELER,600,1,N,0,1,3,CORP_BORE,1,0,11645.833333333334
2.0,12.9433561,77.6067381,FAMILY,0,0,0,1.0,TWO_WHEELER,600,2,E,2,2,4,CORP_BORE,1,3,15179.166666666666
2.0,12.97552586,77.75682068,FAMILY,0,1,0,1.0,BOTH,1050,2,N,4,0,3,BOREWELL,3,11,18054.166666666668
2.0,12.9278787,77.7387643,FAMILY,1,1,1,2.0,BOTH,1457,2,NE,4,2,5,CORP_BORE,4,17,26575.0
3.0,12.99308,77.7483696,ANYONE,1,1,1,1.0,BOTH,1695,3,E,3,0,7,CORP_BORE,4,17,27237.5
3.0,12.9169492,77.61033733,ANYONE,0,0,0,1.0,TWO_WHEELER,1200,2,NE,6,1,2,CORPORATION,1,2,24129.166666666668
2.0,12.97307437,77.52987449,FAMILY,0,0,0,0.0,TWO_WHEELER,1500,1,E,0,1,2,CORPORATION,0,1,13578.333333333334
2.0,12.9402692,77.54852389,FAMILY,0,0,0,1.0,TWO_WHEELER,700,1,E,2,0,2,CORP_BORE,0,1,12395.833333333334
2.0,12.9730104,77.6657147,FAMILY,0,1,0,1.0,BOTH,1050,2,N,2,4,5,BOREWELL,1,5,18327.083333333332
2.0,12.97278502,77.58129009,ANYONE,0,0,0,0.0,TWO_WHEELER,500,1,N,0,1,1,CORP_BORE,0,1,11422.916666666666
2.0,12.92611966,77.55091716,FAMILY,0,0,0,1.0,BOTH,1200,2,W,2,0,0,CORP_BORE,0,0,15433.333333333334
1.0,12.92012956,77.58603897,ANYONE,0,0,0,1.0,FOUR_WHEELER,500,1,NW,1,1,2,CORP_BORE,1,5,10535.416666666666
2.0,12.90545147,77.69513235,FAMILY,0,1,0,1.0,BOTH,1100,2,E,0,3,4,BOREWELL,1,4,20725.833333333332
3.0,12.91620295,77.59699783,FAMILY,0,0,0,1.0,BOTH,1100,2,N,3,1,3,CORPORATION,1,3,24045.833333333332
2.0,12.920929,77.69618715,FAMILY,1,1,1,2.0,BOTH,1350,2,E,2,11,12,CORP_BORE,1,16,39124.166666666664
3.0,12.9027523,77.56449605,ANYONE,0,0,0,1.0,BOTH,1200,2,E,2,0,3,CORPORATION,0,2,18615.0
3.0,12.93639906,77.69977696,FAMILY,0,0,0,1.0,FOUR_WHEELER,1970,3,E,5,8,16,CORP_BORE,3,16,40841.666666666664
2.0,12.92364134,77.67221488,FAMILY,0,0,0,1.0,BOTH,1005,2,W,2,1,4,CORPORATION,2,3,18433.333333333332
3.0,12.90661895,77.67646197,ANYONE,0,1,0,1.0,BOTH,1610,3,N,3,9,12,CORPORATION,2,6,31656.833333333332
3.0,12.96977466,77.52495266,FAMILY,0,0,0,1.0,BOTH,1350,2,E,3,0,1,CORPORATION,0,1,19954.166666666668
2.0,12.9753389,77.7436242,FAMILY,1,1,1,1.0,BOTH,1475,2,E,2,0,3,CORP_BORE,2,13,24412.5
2.0,12.98317605,77.75282956,ANYONE,0,1,0,1.0,BOTH,950,2,E,2,0,4,CORP_BORE,2,6,18748.75
0.0,12.90043709,77.65543943,ANYONE,0,0,0,2.0,BOTH,400,1,N,1,0,1,CORP_BORE,0,3,14279.166666666666
0.0,12.94151019,77.598698,BACHELOR,0,0,0,0.0,TWO_WHEELER,270,1,SE,0,3,3,BOREWELL,0,0,9580.0
2.0,12.93312426,77.56413746,ANYONE,0,0,0,1.0,TWO_WHEELER,700,2,W,2,0,2,CORP_BORE,0,1,12406.25
2.0,12.9591722,77.697419,ANYONE,0,0,0,1.0,BOTH,900,2,N,2,0,2,CORPORATION,0,3,17211.666666666668
1.0,12.950669,77.623781,ANYONE,0,0,0,1.0,TWO_WHEELER,500,1,E,1,2,2,CORP_BORE,0,1,9895.833333333334
2.0,12.96393352,77.64696242,FAMILY,0,0,0,1.0,TWO_WHEELER,750,2,E,2,2,2,CORP_BORE,0,1,17595.0
3.0,12.986598,77.743531,ANYONE,0,1,0,2.0,BOTH,1675,3,N,4,2,6,CORPORATION,3,13,27225.0
1.0,12.94550545,77.56582305,FAMILY,0,0,0,1.0,TWO_WHEELER,650,1,E,2,1,3,CORP_BORE,1,2,10375.833333333334
1.0,12.93736548,77.54976389,FAMILY,0,0,0,1.0,TWO_WHEELER,700,1,N,1,2,4,CORP_BORE,1,4,11064.166666666666
2.0,12.97085978,77.76802226,FAMILY,0,0,0,1.0,TWO_WHEELER,700,2,E,2,2,3,BOREWELL,1,3,11214.166666666666
2.0,12.96146531,77.50664192,FAMILY,0,0,0,1.0,BOTH,1200,2,E,2,3,3,CORP_BORE,0,3,15037.5
2.0,12.91187137,77.54213744,FAMILY,0,0,0,1.0,TWO_WHEELER,850,1,E,2,1,3,CORP_BORE,1,1,10773.333333333334
2.0,12.9243616,77.6081558,ANYONE,1,1,1,1.0,BOTH,1200,2,E,3,3,5,CORP_BORE,2,15,25891.666666666668
3.0,12.9177084,77.69836426,ANYONE,0,1,1,1.0,FOUR_WHEELER,1500,2,E,3,3,4,CORP_BORE,2,10,25912.5
1.0,12.92008923,77.66810681,FAMILY,0,0,0,1.0,TWO_WHEELER,450,1,N,1,1,4,CORP_BORE,0,6,11691.666666666666
1.0,12.96993471,77.70274822,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,E,1,2,3,CORP_BORE,1,3,11271.666666666666
2.0,12.98474075,77.54599124,ANYONE,0,0,0,1.0,TWO_WHEELER,850,1,E,2,1,2,CORP_BORE,0,2,13394.166666666666
0.0,12.9775804,77.62450884,BACHELOR,0,0,0,2.0,BOTH,500,1,E,3,2,2,CORP_BORE,1,3,13385.366666666667
2.0,12.92938944,77.53263274,FAMILY,0,0,0,2.0,BOTH,1200,2,E,5,3,3,CORP_BORE,0,5,17020.416666666668
1.0,12.9499109,77.7117912,ANYONE,1,1,1,1.0,TWO_WHEELER,320,1,NE,1,4,4,CORP_BORE,0,13,12575.833333333334
2.0,12.9109217,77.5114146,FAMILY,1,1,1,1.0,BOTH,1000,2,N,2,0,14,CORP_BORE,1,7,15192.5
3.0,12.93879875,77.52965658,FAMILY,0,0,0,1.0,FOUR_WHEELER,1300,2,E,3,0,0,CORP_BORE,1,2,19437.5
2.0,12.91708179,77.61588289,ANYONE,0,1,0,1.0,BOTH,1200,2,NE,3,2,5,CORPORATION,3,2,21487.5
2.0,12.92265059,77.67444796,ANYONE,0,1,0,2.0,BOTH,1250,2,E,2,1,3,CORPORATION,1,4,23675.0
2.0,12.9812211,77.6757686,FAMILY,1,1,1,1.0,BOTH,1100,2,E,2,2,5,CORP_BORE,2,17,18637.5
3.0,12.966794,77.678735,ANYONE,1,0,1,1.0,BOTH,1250,2,E,2,0,5,CORP_BORE,1,7,23866.666666666668
1.0,12.91689756,77.60937445,FAMILY,0,0,0,0.0,TWO_WHEELER,700,1,E,0,2,3,CORPORATION,1,3,10821.25
2.0,12.92964938,77.58338957,ANYONE,0,0,0,1.0,BOTH,1300,2,E,2,0,1,CORP_BORE,0,0,23166.666666666668
2.0,12.92646964,77.68700358,FAMILY,1,1,1,1.0,BOTH,1100,2,W,2,4,4,CORP_BORE,2,8,22579.166666666668
2.0,12.9112665,77.6785761,ANYONE,1,1,1,1.0,BOTH,1117,2,N,2,1,5,BOREWELL,2,13,20929.166666666668
0.0,12.90860601,77.61069459,ANYONE,0,0,0,0.0,TWO_WHEELER,800,1,SE,0,3,3,CORPORATION,1,3,11205.0
2.0,12.99082487,77.55056948,FAMILY,0,0,0,0.0,NONE,800,1,E,0,2,2,CORP_BORE,1,3,10970.833333333334
3.0,12.994197,77.6849601,FAMILY,1,1,1,1.0,FOUR_WHEELER,1723,3,E,2,1,18,BOREWELL,2,16,35500.0
2.0,12.9394137,77.6952031,ANYONE,1,1,1,1.0,NONE,1115,2,N,2,3,4,CORP_BORE,2,13,24008.333333333332
2.0,12.97727221,77.67973424,FAMILY,0,0,0,1.0,BOTH,700,2,N,2,1,2,CORP_BORE,0,1,13491.666666666666
1.0,12.99743389,77.54549868,ANYONE,0,0,0,1.0,NONE,500,1,E,1,1,2,CORPORATION,1,1,9316.666666666666
4.0,12.94798974,77.76971006,FAMILY,1,0,1,1.0,BOTH,2600,5,E,3,0,3,BOREWELL,3,8,32695.833333333332
2.0,12.97928517,77.64691424,FAMILY,0,0,0,1.0,TWO_WHEELER,860,2,E,3,1,2,CORPORATION,1,1,22612.5
2.0,12.9252855,77.6075668,FAMILY,0,0,0,0.0,TWO_WHEELER,600,1,E,0,0,3,CORPORATION,1,2,12819.166666666666
2.0,12.914521,77.6724762,ANYONE,1,1,1,1.0,BOTH,1200,2,W,4,2,6,CORP_BORE,2,12,24050.0
2.0,12.938837,77.63068112,ANYONE,0,0,0,1.0,TWO_WHEELER,600,2,E,1,1,2,CORPORATION,1,3,15033.333333333334
2.0,12.9849998,77.674822,ANYONE,0,0,0,1.0,BOTH,900,2,E,2,0,2,CORP_BORE,0,0,15529.166666666666
2.0,12.91268016,77.5252598,FAMILY,0,0,0,1.0,TWO_WHEELER,700,2,N,2,1,1,CORPORATION,1,1,11079.166666666666
2.0,12.98177047,77.67979358,FAMILY,0,1,0,1.0,BOTH,1115,2,N,1,2,4,CORP_BORE,2,5,18350.0
1.0,12.98409036,77.65658947,ANYONE,0,0,0,1.0,TWO_WHEELER,800,1,E,1,2,3,CORP_BORE,1,1,12875.0
1.0,12.95300474,77.69899118,ANYONE,0,0,0,1.0,TWO_WHEELER,400,1,E,1,0,4,CORP_BORE,0,3,10596.666666666666
1.0,12.95011175,77.70943054,ANYONE,0,0,0,1.0,TWO_WHEELER,450,1,E,3,0,3,BOREWELL,1,1,11337.5
2.0,12.9764588,77.7721772,FAMILY,1,1,0,2.0,BOTH,1200,2,W,2,3,4,BOREWELL,2,14,21704.166666666668
2.0,12.90681212,77.59000968,ANYONE,0,0,0,1.0,BOTH,1200,2,W,2,0,2,CORP_BORE,0,6,18140.0
2.0,12.98963368,77.68911758,FAMILY,0,1,0,1.0,BOTH,905,2,W,3,1,3,BOREWELL,1,2,18679.166666666668
2.0,12.93307933,77.54283646,FAMILY,0,0,0,1.0,TWO_WHEELER,1000,2,N,2,1,1,CORPORATION,1,2,13237.5
2.0,12.91493474,77.55206037,ANYONE,0,0,0,1.0,TWO_WHEELER,1030,2,N,2,1,2,CORPORATION,1,1,13108.333333333334
2.0,12.91290619,77.55558746,FAMILY,0,1,0,1.0,BOTH,1200,2,N,2,0,4,CORP_BORE,1,3,14941.666666666666
2.0,12.92455292,77.67243195,ANYONE,1,1,0,1.0,BOTH,1135,2,E,2,2,4,CORP_BORE,1,10,22400.0
0.0,12.99352506,77.68380607,BACHELOR,0,0,0,1.0,TWO_WHEELER,350,1,E,1,2,3,CORP_BORE,1,1,8851.25
2.0,12.95986077,77.63639672,FAMILY,0,0,0,1.0,TWO_WHEELER,1400,2,N,3,1,2,CORPORATION,1,1,25970.833333333332
2.0,12.98029941,77.50573734,FAMILY,0,0,0,1.0,TWO_WHEELER,1200,2,E,2,0,3,CORP_BORE,0,1,13141.666666666666
2.0,12.94510616,77.56794843,FAMILY,0,0,0,0.0,TWO_WHEELER,1000,1,N,0,1,1,CORP_BORE,0,2,14850.0
1.0,12.9499109,77.7117912,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,E,1,2,4,CORP_BORE,0,5,12195.833333333334
2.0,12.92292359,77.50580897,ANYONE,0,1,0,1.0,BOTH,1070,2,W,3,4,4,CORP_BORE,0,3,11957.916666666666
3.0,12.91348439,77.55404739,ANYONE,0,1,0,1.0,BOTH,1250,2,E,3,2,3,CORP_BORE,2,2,17104.166666666668
2.0,12.91620002,77.69791509,ANYONE,0,0,0,1.0,BOTH,1200,2,W,1,3,5,CORPORATION,1,15,24695.833333333332
3.0,12.99408117,77.61961692,COMPANY,0,0,0,1.0,TWO_WHEELER,1200,2,W,2,1,2,CORPORATION,1,1,21995.833333333332
2.0,12.99738776,77.54988047,FAMILY,0,0,0,1.0,TWO_WHEELER,750,2,E,1,0,1,CORP_BORE,0,1,13229.166666666666
1.0,12.90327144,77.62106048,FAMILY,0,0,0,1.0,TWO_WHEELER,400,1,N,1,3,3,CORP_BORE,0,3,9190.0
1.0,12.9318451,77.56701519,FAMILY,0,0,0,1.0,TWO_WHEELER,600,1,E,1,1,3,CORP_BORE,0,1,9015.0
3.0,12.990883,77.716534,ANYONE,1,1,1,1.0,BOTH,1945,3,NW,3,9,9,CORP_BORE,4,15,30654.166666666668
2.0,12.93011604,77.60975817,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,N,0,2,3,CORPORATION,1,1,13317.5
3.0,12.90099837,77.61930608,ANYONE,0,1,0,1.0,TWO_WHEELER,1561,3,W,2,1,4,CORP_BORE,2,6,23083.333333333332
1.0,12.9931008,77.5290916,ANYONE,0,0,0,1.0,TWO_WHEELER,700,1,E,1,0,2,CORPORATION,0,0,10013.333333333334
1.0,12.95676148,77.65379351,ANYONE,0,0,0,0.0,TWO_WHEELER,500,1,E,1,1,3,CORPORATION,1,3,11127.5
3.0,12.96769317,77.73989873,FAMILY,0,1,0,1.0,BOTH,1560,3,W,2,2,4,CORP_BORE,3,7,24100.0
2.0,12.92638885,77.54423,FAMILY,0,0,0,1.0,BOTH,780,2,E,2,0,3,CORP_BORE,0,0,12738.333333333334
1.0,12.9762344,77.63686489,ANYONE,0,0,0,2.0,TWO_WHEELER,700,1,W,1,1,1,CORPORATION,1,2,16281.2
1.0,12.90830761,77.55945176,ANYONE,0,0,0,1.0,TWO_WHEELER,500,1,E,1,2,2,CORP_BORE,0,3,8842.366666666667
3.0,12.90760961,77.67595055,ANYONE,0,1,1,0.0,BOTH,1545,3,N,0,1,8,BOREWELL,1,12,28091.666666666668
2.0,12.94808806,77.55256159,FAMILY,0,0,0,1.0,TWO_WHEELER,725,1,N,1,0,2,CORP_BORE,1,0,11938.333333333334
2.0,12.9826432,77.7551868,ANYONE,1,1,1,1.0,BOTH,1500,2,N,2,1,10,CORP_BORE,1,16,25278.333333333332
2.0,12.9197562,77.6337481,ANYONE,0,1,0,1.0,BOTH,1200,2,NE,5,1,5,CORP_BORE,2,8,23163.333333333332
2.0,12.91793587,77.5899391,FAMILY,0,1,0,1.0,BOTH,925,2,E,2,1,8,CORPORATION,1,6,20783.333333333332
3.0,12.90278375,77.56208078,FAMILY,0,0,0,1.0,BOTH,20000,4,N,3,0,3,CORPORATION,2,3,31708.325
2.0,12.96705177,77.53193409,FAMILY,0,0,0,1.0,TWO_WHEELER,750,1,E,2,1,2,CORP_BORE,12,4,13145.833333333334
1.0,12.93299802,77.61839509,ANYONE,0,0,0,1.0,BOTH,600,2,N,2,2,2,CORP_BORE,2,2,13512.5
3.0,12.9214567,77.52034218,FAMILY,0,0,0,1.0,TWO_WHEELER,950,2,N,3,1,4,CORP_BORE,0,3,15097.5
2.0,12.97169732,77.65636612,ANYONE,1,1,1,1.0,BOTH,1300,2,E,2,1,3,BOREWELL,2,12,26146.666666666668
2.0,12.9843477,77.7554407,FAMILY,0,0,0,1.0,BOTH,1000,2,N,2,1,3,BOREWELL,1,7,15180.833333333334
2.0,12.9557461,77.61412039,FAMILY,0,0,0,0.0,TWO_WHEELER,700,2,E,0,3,3,CORP_BORE,1,3,14354.166666666666
2.0,12.9750009,77.7596567,ANYONE,1,1,1,2.0,BOTH,1050,2,E,5,2,4,BOREWELL,3,10,20683.333333333332
1.0,12.97245761,77.75373043,FAMILY,0,0,0,0.0,TWO_WHEELER,400,1,N,0,1,3,BOREWELL,1,1,9358.333333333334
2.0,12.99944454,77.56088389,ANYONE,0,0,0,0.0,TWO_WHEELER,600,1,E,0,0,1,CORP_BORE,0,4,10793.333333333334
2.0,12.9665126,77.51622094,FAMILY,0,0,0,1.0,TWO_WHEELER,900,2,E,2,0,0,CORPORATION,0,1,13179.166666666666
1.0,12.99170071,77.55572657,FAMILY,0,0,0,1.0,BOTH,400,1,E,1,0,1,CORPORATION,0,3,9430.416666666666
2.0,12.93800397,77.74801747,ANYONE,0,0,0,1.0,TWO_WHEELER,1000,1,E,2,0,3,CORP_BORE,0,0,11752.5
2.0,12.92331324,77.55346818,ANYONE,0,0,0,1.0,TWO_WHEELER,1000,2,NW,2,0,1,CORPORATION,0,1,13050.0
3.0,12.96994813,77.63241155,ANYONE,0,0,0,1.0,TWO_WHEELER,1350,2,W,3,1,2,CORPORATION,1,3,24229.166666666668
3.0,12.96756939,77.60897601,FAMILY,0,0,0,1.0,TWO_WHEELER,1400,3,N,3,2,2,CORPORATION,0,0,25650.0
2.0,12.90682162,77.57585065,ANYONE,0,0,0,1.0,TWO_WHEELER,1000,2,N,2,1,3,CORPORATION,0,3,15461.666666666666
2.0,12.9278787,77.7387643,ANYONE,1,1,1,2.0,BOTH,1387,3,N,3,3,6,CORP_BORE,3,18,26895.833333333332
3.0,12.903517,77.5920295,ANYONE,1,1,1,1.0,BOTH,1278,2,NW,3,2,3,CORPORATION,2,7,24585.833333333332
3.0,12.90583721,77.54331582,ANYONE,0,1,0,1.0,BOTH,1520,2,N,3,2,5,CORP_BORE,2,8,17100.0
1.0,12.91661624,77.59035243,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,E,1,1,2,CORP_BORE,0,1,10812.5
2.0,12.92666692,77.59990439,FAMILY,0,1,0,1.0,BOTH,1115,2,N,2,3,4,CORP_BORE,2,5,21204.166666666668
1.0,12.99583632,77.53116638,FAMILY,0,0,0,1.0,TWO_WHEELER,550,1,SE,1,2,2,CORP_BORE,1,5,10765.416666666666
0.0,12.92171946,77.57212061,BACHELOR,0,0,0,1.0,TWO_WHEELER,200,1,E,1,4,4,CORP_BORE,0,1,10541.666666666666
2.0,12.99253916,77.76634458,FAMILY,0,0,0,0.0,BOTH,700,1,NE,0,0,2,CORP_BORE,0,0,11683.333333333334
0.0,12.9314583,77.6299858,BACHELOR,0,0,0,2.0,TWO_WHEELER,250,1,E,1,3,3,CORP_BORE,1,5,11237.5
2.0,12.97782485,77.6643292,ANYONE,0,1,0,2.0,BOTH,1400,2,W,6,3,4,CORP_BORE,2,3,27879.166666666668
2.0,12.94522415,77.70499092,ANYONE,0,0,0,1.0,NONE,600,2,N,2,2,4,CORPORATION,1,1,14486.666666666666
2.0,12.93819219,77.74713771,ANYONE,0,1,0,1.0,NONE,900,2,E,2,1,4,CORP_BORE,2,3,16734.166666666668
2.0,12.9118385,77.55805813,ANYONE,0,0,0,1.0,BOTH,1000,2,E,2,0,1,CORP_BORE,0,6,14529.166666666666
1.0,12.97683392,77.69515409,ANYONE,0,0,0,1.0,TWO_WHEELER,650,1,E,1,1,4,CORP_BORE,1,1,10725.0
1.0,12.92348689,77.56425977,FAMILY,0,0,0,1.0,TWO_WHEELER,500,1,N,1,3,3,CORP_BORE,0,7,9408.333333333334
2.0,12.95203077,77.61572776,ANYONE,0,0,0,1.0,BOTH,900,2,E,1,0,1,CORPORATION,1,3,19116.666666666668
2.0,12.91344848,77.6114881,ANYONE,0,0,0,1.0,BOTH,1200,3,N,2,1,2,CORPORATION,1,0,20454.166666666668
1.0,12.92664221,77.56264,ANYONE,0,0,0,1.0,TWO_WHEELER,800,1,S,1,2,3,CORPORATION,0,1,10550.833333333334
2.0,12.91221715,77.50882956,FAMILY,0,0,0,1.0,TWO_WHEELER,1000,2,E,3,0,1,CORPORATION,0,2,12562.5
3.0,12.9203309,77.6884818,FAMILY,0,0,0,1.0,BOTH,2065,4,W,6,7,14,CORP_BORE,2,16,41420.833333333336
3.0,12.99904364,77.54914109,FAMILY,0,0,0,1.0,BOTH,1100,2,E,2,0,1,CORP_BORE,0,3,25541.666666666668
2.0,12.9392369,77.5814139,FAMILY,0,1,0,1.0,BOTH,1200,2,E,2,2,5,CORP_BORE,1,1,26704.166666666668
2.0,12.97546247,77.62055365,FAMILY,0,0,0,1.0,TWO_WHEELER,600,1,E,1,1,3,CORPORATION,1,3,14187.5
2.0,12.90975828,77.52609463,ANYONE,0,1,0,1.0,BOTH,900,2,E,2,1,4,CORP_BORE,1,9,13015.0
3.0,12.90463095,77.64001808,ANYONE,0,0,0,1.0,BOTH,1250,3,E,3,0,0,CORP_BORE,2,2,24995.825
2.0,12.9714543,77.69910781,ANYONE,0,0,0,1.0,TWO_WHEELER,1100,2,E,2,1,3,CORPORATION,1,1,17269.166666666668
3.0,12.9553044,77.655089,ANYONE,1,1,0,1.0,BOTH,1445,2,N,3,2,4,CORP_BORE,2,6,30487.5
0.0,12.96926067,77.71188099,ANYONE,0,0,0,2.0,TWO_WHEELER,300,1,E,1,3,5,BOREWELL,0,3,10486.666666666666
